Body Type,Club,Club (group),Contract Valid Until,Height,ID,Jersey Number,Joined,Loaned From,Name,Nationality,Play|Not_Play,Position,Preferred Foot,Release Clause,Value,Wage,Weight,Work Rate,Acceleration,Age,Aggression,Agility,Balance,Ball Control,Composure,Crossing,Curve,Dribbling,F1,Finishing,FK Accuracy,GK calculation,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Heading Accuracy,Interceptions,International Reputation,Jumping,Long Passing,Long Shots,Marking,Number of Records,Overall,Penalties,Positioning,Potential,Reactions,Short Passing,Shot Power,Skill Moves,Sliding Tackle,Special,Sprint Speed,Stamina,Standing Tackle,Strength,Vision,Volleys,Weak Foot
Normal,SpVgg Greuther Fürth,SpVgg Greuther Fürth,2019,6'0,134895,19,06-10-2017,,R. Hilbert,Germany,No,RB,Right,€1.4M,€900K,€7K,176lbs,High/ Medium,67,33,73,67,67,72,71,72,75,69,4690,42,66,High,13,8,11,14,10,63,72,2,65,69,44,73,1,71,42,67,71,70,74,66,3,70,1901,66,71,70,68,66,59,3
Normal,Fiorentina,Fiorentina,2022,6'0,211354,24,09-08-2017,,M. Benassi,Italy,No,RCM,Right,€20.4M,€11.5M,€45K,176lbs,High/ Medium,67,23,74,74,68,78,72,70,68,78,1077,66,64,High,11,7,5,12,14,68,72,2,68,76,76,71,1,77,52,76,82,72,80,80,3,70,2057,68,79,74,75,74,70,3
Normal,,,,6'1,193685,16,,,S. Manolev,Bulgaria,No,RB,Right,, 0, 0,174lbs,High/ Medium,72,32,80,69,57,71,64,72,66,73,5276,58,51,Low,6,15,15,7,9,63,59,2,71,68,55,55,1,70,59,64,70,69,68,69,3,74,1905,74,86,70,72,55,53,3
Normal,SPAL,SPAL,2021,6'1,202061,8,01-07-2018,,J. Kurtić,Slovenia,No,RM,Right,€11.7M,€6.5M,€15K,194lbs,High/ Medium,67,29,77,65,62,75,75,67,68,71,1722,60,69,Low,14,13,10,11,6,71,75,2,67,75,76,65,1,75,65,74,75,74,77,80,3,72,2046,65,75,75,84,72,69,3
Normal,Club León,Club León,2023,6'1,161938,17,01-07-2013,,M. Boselli,Argentina,No,ST,Right,€8.2M,€4.8M,€32K,165lbs,High/ Medium,55,33,70,60,52,75,72,57,60,69,1420,83,53,Low,7,14,6,7,14,84,23,2,78,61,66,39,1,76,75,80,76,74,70,74,3,33,1807,55,67,35,81,65,65,3
Normal,AS Saint-Étienne,AS Saint-Étienne,2019,6'2,212023,9,31-08-2015,,R. Berić,Slovenia,No,ST,Right,€15.8M,€8M,€31K,183lbs,High/ Medium,64,27,65,58,58,72,71,52,65,67,1679,80,56,High,16,11,15,12,16,73,38,2,71,65,67,38,1,75,71,82,76,71,72,73,3,23,1825,58,70,30,77,70,69,3
Normal,Feyenoord,Feyenoord,2021,6'3,199852,9,01-07-2016,,N. Jørgensen,Denmark,No,ST,Right,€15.5M,€10.5M,€17K,183lbs,High/ Medium,75,27,60,65,57,77,82,68,69,74,1095,79,62,Low,6,8,14,9,7,74,31,2,68,63,75,39,1,77,68,75,78,75,72,80,3,24,1896,73,81,36,84,74,74,3
Normal,FC Schalke 04,FC Schalke 04,2019,6'4,186405,9,26-07-2015,,F. Di Santo,Argentina,No,ST,Right,€11.1M,€6.5M,€31K,194lbs,High/ Medium,68,29,76,66,59,78,73,62,70,75,1647,70,49,Low,7,10,10,10,9,72,43,2,60,63,74,48,1,75,76,74,75,76,76,77,3,32,1896,69,69,38,77,73,80,3
Stocky,Alanyaspor,Alanyaspor,2020,5'10,184823,30,01-07-2018,,Djalma,Angola,No,LM,Right,€7M,€3.5M,€13K,172lbs,High/ Medium,84,31,67,74,76,72,74,69,73,75,3195,68,65,Low,14,12,8,10,7,60,47,2,75,67,68,50,1,73,57,74,73,67,71,73,3,35,1913,82,70,41,77,66,59,3
Stocky,Argentinos Juniors,Concaf clubs,2021,5'10,183249,25,01-07-2018,,R. Bobadilla,Paraguay,No,ST,Right,€4M,€2.8M,€11K,201lbs,High/ Medium,66,31,86,60,74,70,72,68,77,71,3834,70,71,Low,13,13,12,8,11,70,27,2,76,57,71,57,1,72,75,70,72,68,66,77,3,24,1915,71,65,50,90,60,71,3
Lean,Chievo Verona,Chievo Verona,2022,6'2,186589,8,17-07-2013,,I. Radovanović,Serbia,No,CM,Right,€11.9M,€7M,€18K,176lbs,Low/ High,50,29,79,58,58,75,75,62,65,67,1162,40,58,Low,5,6,6,5,5,72,79,2,72,78,79,64,1,77,58,61,77,73,78,84,3,68,1937,67,75,78,81,75,56,3
Normal,Padova,Padova,2019,5'11,164,11,31-08-2017,,G. Pinzi,Italy,No,LCM,Right,€372K,€240K,€2K,168lbs,Low/ High,65,37,75,69,63,67,68,63,58,66,5328,53,54,Low,5,15,7,6,13,62,70,2,69,64,65,74,1,70,65,61,70,67,69,71,3,66,1882,62,74,71,67,65,61,3
Normal,Gimnasia y Esgrima La Plata,Gimnasia y Esgrima La Plata,2020,5'9,192371,21,12-07-2017,,F. Rinaudo,Argentina,No,RCM,Right,€5.1M,€3.4M,€13K,163lbs,Low/ High,73,31,81,71,72,70,76,62,54,69,2873,58,53,Low,15,12,15,15,9,64,77,2,77,76,72,71,1,73,52,60,73,74,77,75,3,74,1994,65,75,74,78,64,60,3
Normal,FC Dallas,FC Dallas,2021,6'1,177974,44,27-08-2018,,A. Aguilar,COLOMBIANA,No,CDM,Right,€3.4M,€2.3M,€7K,181lbs,Low/ High,44,33,84,56,53,68,70,57,61,65,2173,59,62,Low,12,11,15,6,11,71,76,2,67,69,60,73,1,74,59,66,74,73,73,71,3,61,1863,34,72,78,77,68,51,3
Lean,SPAL,SPAL,2020,6'1,188876,16,16-08-2018,,M. Valdifiori,Italy,No,CDM,Right,€6.9M,€3.8M,€13K,157lbs,Low/ Medium,54,32,76,65,62,79,72,75,72,70,1981,46,72,High,13,6,10,10,10,65,75,2,63,84,68,67,1,75,52,53,75,68,84,68,3,66,1916,53,55,70,66,80,59,3
Stocky,Dinamo Zagreb,Dinamo Zagreb,2020,6'0,190868,28,06-07-2018,,K. Théophile-Catherine,France,No,RCB,Right,€11.4M,€5M,€1K,190lbs,Low/ Medium,70,28,78,69,67,71,70,72,66,63,2378,46,51,High,9,6,6,9,11,72,75,2,72,69,57,62,1,74,45,37,75,72,74,60,3,74,1858,65,71,78,78,66,37,3
Lean,AS Saint-Étienne,AS Saint-Étienne,2021,6'0,177712,22,01-07-2014,,K. Monnet-Paquet,France,No,LM,Right,€7.4M,€3.9M,€26K,179lbs,Medium/ High,83,29,64,76,70,70,68,73,68,70,2708,67,58,High,10,6,9,6,16,63,53,2,66,63,67,49,1,73,57,70,73,66,73,73,3,58,1924,83,82,47,73,68,67,3
Lean,Napoli,Napoli,2021,6'0,230613,42,29-08-2016,,A. Diawara,Guinea,No,CM,Right,€26.6M,€14M,€41K,163lbs,Medium/ High,68,20,82,78,69,80,75,64,62,76,1156,39,37,Low,11,14,5,11,11,59,77,2,58,76,56,73,1,77,52,54,87,76,82,66,3,72,1932,70,84,76,70,78,46,3
Lean,Parma,Parma,2019,6'1,138918,32,19-08-2018,,L. Rigoni,Italy,No,LCM,Right,€7M,€3.9M,€37K,168lbs,Medium/ High,67,33,76,62,58,75,76,65,49,70,1905,61,59,Low,15,10,14,11,6,69,73,2,72,76,75,69,1,75,51,70,75,75,78,79,3,70,1974,68,74,74,70,73,60,3
Lean,Celtic,Celtic,2019,6'2,176942,2,01-01-2012,,M. Lustig,Sweden,No,RB,Right,€2.8M,€1.6M,€28K,172lbs,Medium/ High,50,31,68,54,53,71,73,66,65,66,4117,48,40,High,12,7,8,13,10,75,73,2,81,68,60,75,1,71,33,44,71,68,72,65,3,73,1817,54,75,75,76,60,59,3
Normal,FC Augsburg,FC Augsburg,2020,5'10,201982,17,26-08-2016,,J. Schmid,France,No,RWB,Right,€9.4M,€5.5M,€22K,174lbs,Medium/ High,77,28,77,77,79,75,71,72,76,73,2600,66,77,High,15,7,7,10,8,56,65,2,65,62,67,59,1,74,63,73,74,74,73,74,3,64,2020,79,79,68,73,70,60,3
Normal,FC Basel 1893,FC Basel 1893,2020,5'10,188768,20,15-07-2016,,Serey Dié,Ivory Coast,No,CDM,Right,€4M,€2.7M,€23K,170lbs,Medium/ High,70,33,89,77,79,73,73,56,59,68,1772,43,55,Low,14,11,13,15,11,64,75,2,78,69,46,70,1,75,50,58,75,72,73,62,3,75,1918,61,75,76,74,64,43,3
Normal,VfB Stuttgart,VfB Stuttgart,2019,5'11,176687,32,31-08-2017,,A. Beck,Germany,No,RWB,Right,€6.3M,€3.7M,€26K,174lbs,Medium/ High,71,31,74,71,70,72,74,69,77,71,2161,29,65,High,11,13,12,16,16,71,73,2,66,69,62,76,1,74,42,45,74,75,73,70,3,74,1902,68,69,76,69,59,28,3
Normal,Stade Rennais FC,Stade Rennais FC,2022,5'11,190674,21,01-07-2014,,B. André,France,No,RDM,Right,€17.1M,€9M,€32K,168lbs,Medium/ High,68,27,75,73,72,76,76,72,68,75,1153,61,46,Low,8,14,15,7,10,74,73,2,85,79,65,74,1,77,66,70,77,76,80,69,3,71,2063,73,81,78,77,76,56,3
Normal,Racing Club,Racing Club,2021,5'5,176930,21,08-08-2018,,M. Díaz,Chile,No,CDM,Right,€7.5M,€5M,€19K,139lbs,Medium/ High,63,31,80,75,94,75,73,74,83,70,1249,55,82,Low,2,2,2,2,2,63,75,2,74,76,77,70,1,76,66,64,76,74,84,84,3,68,2048,51,84,72,67,72,66,3
Normal,Al Wehda,Al Wehda,30-Jun-19,5'7,168883,17,,Al Ahli,T. Al Jassam,Saudi Arabia,No,CAM,Right,,€2.3M,€29K,152lbs,Medium/ High,69,33,71,80,70,74,74,61,70,71,3033,66,74,Low,12,13,9,16,13,68,71,2,59,72,70,69,1,73,75,68,73,72,75,66,3,71,2021,67,77,73,73,67,59,3
Normal,FC Girondins de Bordeaux,FC Girondins de Bordeaux,2021,5'9,222715,5,08-08-2017,,Otávio,BRAZIL,No,CDM,Right,€19.8M,€10M,€32K,161lbs,Medium/ High,68,24,80,72,70,72,74,59,47,69,1187,44,49,Low,8,10,15,12,9,64,81,2,74,69,52,80,1,77,48,59,82,74,76,66,3,76,1902,66,78,80,73,53,49,3
Normal,Cagliari,Cagliari,2019,6'0,173147,4,01-01-2012,,D. Dessena,Italy,No,LCM,Right,€2.6M,€1.5M,€17K,165lbs,Medium/ High,69,31,82,71,67,68,70,66,66,70,5098,55,64,Low,4,4,4,4,4,67,74,2,67,66,78,68,1,70,56,68,70,68,69,73,3,76,1938,55,78,74,68,67,68,3
Normal,Olympiacos CFP,Olympiacos CFP,2021,6'0,181459,15,28-07-2018,,V. Torosidis,Greece,No,RB,Right,€3.4M,€1.5M,€1K,181lbs,Medium/ High,63,33,74,65,66,70,76,77,68,68,3109,40,40,Low,9,14,8,9,9,68,76,2,66,64,71,80,1,73,50,56,73,72,70,77,3,76,1870,67,61,76,75,50,35,3
Normal,Sevilla FC,Sevilla FC,2022,6'0,211382,5,02-07-2018,,I. Amadou,France,No,CDM,Right,€16.3M,€7.5M,€14K,179lbs,Medium/ High,69,25,80,63,68,68,67,45,34,65,1944,39,32,High,6,7,11,14,14,65,76,2,74,73,62,74,1,75,51,42,80,76,76,75,3,70,1831,73,77,76,82,65,29,3
Normal,Trabzonspor,Trabzonspor,2020,6'1,190875,33,11-07-2017,,J. Kucka,Slovakia,No,CM,Right,€15M,€7.5M,€32K,185lbs,Medium/ High,66,31,86,72,54,75,75,68,66,75,1079,65,69,Low,14,8,9,15,8,75,78,2,90,76,78,77,1,77,71,73,77,79,76,85,3,78,2143,65,87,77,90,70,68,3
Stocky,Celtic,Celtic,2019,5'9,134820,8,29-05-2007,,S. Brown,Scotland,No,CDM,Right,€6.5M,€3.6M,€47K,176lbs,Medium/ High,66,33,90,77,73,72,86,53,55,70,1087,44,44,High,7,7,14,15,14,50,77,2,79,70,48,76,1,77,74,47,77,76,82,70,3,71,1933,68,87,75,77,63,42,3
Lean,Jeonbuk Hyundai Motors,Concaf clubs,2022,5'7,198874,32,24-01-2018,,Adriano,BRAZIL,No,ST,Right,€3M,€2.3M,€9K,141lbs,Medium/ Low,72,30,49,70,72,70,73,47,50,70,4616,74,69,High,14,11,7,7,14,66,29,2,69,49,67,34,1,71,71,73,71,72,62,68,3,32,1736,71,65,27,59,53,73,3
Lean,AZ Alkmaar,AZ Alkmaar,2019,5'9,200223,26,12-09-2018,,A. Maher,Netherlands,No,LCM,Right,€6.1M,€3.9M,€10K,168lbs,Medium/ Low,70,24,59,78,81,78,67,73,76,72,3315,64,75,High,15,7,7,11,8,46,60,2,53,73,70,63,1,72,59,69,75,74,72,74,3,52,1927,73,69,56,44,73,73,3
Lean,ADO Den Haag,ADO Den Haag,2020,6'3,181281,9,28-08-2018,,T. Necid,Czech Republic,No,ST,Right,€4.8M,€3.2M,€9K,185lbs,Medium/ Low,65,28,71,57,54,67,68,47,56,64,3323,69,60,Low,12,12,7,9,10,77,25,2,65,48,67,30,1,72,78,76,72,72,64,76,3,31,1752,67,67,32,80,68,69,3
Normal,SPAL,SPAL,2023,5'11,169386,10,19-01-2017,,S. Floccari,Italy,No,ST,Right,€3.6M,€2M,€11K,174lbs,Medium/ Low,64,36,48,67,70,73,76,56,66,71,2435,80,60,Low,8,11,15,10,6,75,20,2,83,48,68,25,1,74,72,77,74,68,68,75,3,16,1736,65,54,20,71,60,66,3
Normal,UD Las Palmas,UD Las Palmas,2020,5'7,115909,7,13-07-2018,,Rubén Castro,Spain,No,ST,Right,€5.1M,€3.2M,€11K,150lbs,Medium/ Low,77,37,50,85,77,78,68,60,69,80,1137,81,68,High,14,8,15,8,12,71,37,2,76,45,75,36,1,77,76,83,77,83,67,74,3,14,1860,73,55,12,57,74,70,3
Normal,Gimnàstic de Tarragona,Gimnàstic de Tarragona,2019,5'8,146011,8,10-08-2016,,I. Uche,Nigeria,No,RS,Right,€1.5M,€925K,€6K,154lbs,Medium/ Low,74,34,51,86,67,69,72,60,49,68,5097,70,43,Low,12,16,15,8,8,60,34,2,88,51,61,31,1,70,67,71,70,65,61,75,3,31,1752,72,58,20,77,61,73,3
Normal,Sampdoria,Sampdoria,2022,5'9,202848,17,01-07-2017,,G. Caprari,Italy,No,CF,Right,€9.8M,€5.5M,€25K,159lbs,Medium/ Low,89,24,30,91,89,78,68,66,72,80,2825,68,65,High,9,8,14,6,11,47,16,2,33,60,70,22,1,73,56,68,78,68,72,68,3,12,1729,84,74,13,54,70,66,3
Normal,Galatasaray SK,Galatasaray SK,2019,6'3,179972,9,05-08-2016,,E. Derdiyok,Switzerland,No,ST,Right,€7.3M,€3.9M,€44K,203lbs,Medium/ Low,38,30,46,53,46,72,70,60,60,66,2615,77,64,Low,6,14,9,7,12,80,26,2,70,61,71,28,1,73,67,77,73,69,71,78,3,18,1707,38,54,29,91,70,79,3
Lean,Lazio,Lazio,2020,5'11,211361,32,01-07-2011,,D. Cataldi,Italy,No,CM,Right,€15.1M,€8.5M,€35K,154lbs,Medium/ Medium,74,23,74,73,75,77,68,70,67,72,1898,66,70,Low,7,10,11,12,9,60,71,2,55,76,75,67,1,75,52,67,79,70,79,75,3,68,1991,69,68,69,65,73,65,3
Lean,LOSC Lille,LOSC Lille,30-Jun-19,5'11,183518,10,,Fulham,Rui Fonte,Portugal,No,ST,Right,,€3.2M,€41K,161lbs,Medium/ Medium,66,28,59,71,66,74,77,61,73,66,3870,72,63,Low,14,10,15,15,6,70,40,2,75,68,61,46,1,72,71,78,72,74,73,67,3,28,1855,64,69,37,61,69,73,3
Lean,Cagliari,Cagliari,2022,5'8,224232,18,01-07-2014,,N. Barella,Italy,No,RCM,Right,€29.5M,€15.5M,€24K,150lbs,Medium/ Medium,79,21,82,76,80,77,74,72,73,80,1172,63,67,High,11,5,13,14,11,40,75,2,59,78,65,68,1,77,73,65,89,74,79,65,3,68,2031,77,82,72,61,74,53,3
Lean,FC Lorient,FC Lorient,2021,5'9,183287,18,18-07-2017,,F. Lemoine,France,No,RCM,Right,€4.7M,€2.7M,€8K,154lbs,Medium/ Medium,55,31,80,74,74,69,70,63,60,65,3194,55,60,Low,6,15,11,13,10,62,73,2,81,70,67,73,1,73,57,60,73,65,73,64,3,68,1913,44,82,72,66,68,58,3
Lean,Stade Rennais FC,Stade Rennais FC,2019,6'0,178251,29,01-07-2006,,R. Danzé,France,No,RB,Right,€3.9M,€2M,€20K,161lbs,Medium/ Medium,64,31,75,64,67,72,76,71,61,69,3444,52,55,Low,9,10,8,13,7,66,77,2,63,72,71,73,1,72,42,59,72,70,74,69,3,74,1896,55,65,73,72,66,58,3
Lean,Galatasaray SK,Galatasaray SK,2019,6'0,124607,8,14-07-2011,,S. İnan,Turkey,No,RDM,Right,€7.4M,€3.9M,€47K,163lbs,Medium/ Medium,55,33,60,58,61,78,75,78,83,73,1959,68,85,High,9,7,8,11,16,61,62,2,68,79,78,70,1,75,84,63,75,70,80,78,3,58,1984,45,66,65,65,80,62,3
Lean,Guangzhou Evergrande Taobao FC,Asia clubs,2019,6'0,188044,7,01-12-2015,,Alan Carvalho,BRAZIL,No,ST,Right,€17.6M,€8M,€21K,165lbs,Medium/ Medium,83,28,47,86,75,77,70,64,75,80,1413,74,45,High,11,7,14,7,16,74,39,2,81,59,68,41,1,76,74,78,76,75,68,72,3,18,1894,78,74,12,74,72,76,3
Lean,Granada CF,Granada CF,30-Jun-19,6'1,176619,20,,Chongqing Dangdai Lifan FC SWM Team,A. Ramos,COLOMBIANA,No,ST,Right,,€3.2M,€10K,172lbs,Medium/ Medium,73,32,58,74,68,69,78,68,67,68,3160,71,48,Low,9,14,13,14,6,78,43,2,91,55,62,58,1,73,72,73,73,72,65,70,3,28,1878,80,72,33,73,65,68,3
Lean,IF Elfsborg,IF Elfsborg,2018,6'2,164478,34,11-08-2018,,C. Obasi,Nigeria,No,ST,Right,€3.1M,€2.5M,€5K,174lbs,Medium/ Medium,68,32,65,76,57,74,62,67,69,75,3604,73,68,High,7,10,12,11,13,68,48,2,68,59,68,35,1,72,66,70,72,71,70,69,3,33,1844,71,62,40,72,60,69,3
Lean,TSG 1899 Hoffenheim,TSG 1899 Hoffenheim,2021,6'2,228336,20,01-07-2017,,F. Grillitsch,Austria,No,CM,Right,€20.4M,€11.5M,€30K,170lbs,Medium/ Medium,55,22,49,68,64,81,80,68,47,76,1176,58,68,Low,13,12,7,14,7,61,73,2,48,77,55,68,1,77,50,70,82,78,81,65,3,50,1855,55,69,69,68,78,53,3
Lean,SPAL,SPAL,2021,6'3,176553,6,17-08-2018,,S. Missiroli,Italy,No,RCM,Right,€9M,€5M,€15K,170lbs,Medium/ Medium,66,32,60,63,36,77,76,69,68,72,1914,65,60,High,5,13,14,12,14,61,73,2,64,73,60,64,1,75,64,74,75,75,77,69,3,65,1928,66,76,72,62,72,67,3
Normal,Cagliari,Cagliari,2019,5'10,102056,20,02-07-2016,,S. Padoin,Italy,No,RB,Right,€1.1M,€675K,€18K,161lbs,Medium/ Medium,68,34,70,69,79,75,73,73,73,74,4478,51,68,Low,5,4,5,5,4,68,70,2,69,72,73,70,1,71,70,72,71,68,75,74,3,71,1976,68,59,74,65,72,63,3
Normal,ESTAC Troyes,ESTAC Troyes,2019,5'10,3665,10,01-07-2012,,B. Nivet,France,No,CAM,Right,, 0,€5K,165lbs,Medium/ Medium,39,41,58,59,67,76,82,67,73,68,4228,69,71,Low,11,7,8,14,7,58,54,2,30,72,72,58,1,71,76,65,71,70,75,75,3,43,1785,40,41,56,56,83,67,3
Normal,Ajax,Europe league,2019,5'10,172143,19,01-07-2012,,L. Schøne,Denmark,No,RCM,Right,€9.1M,€6.5M,€19K,172lbs,Medium/ Medium,58,32,65,68,78,81,70,81,85,76,1028,67,86,Low,16,16,9,12,11,60,77,2,77,77,81,67,1,77,77,66,77,67,83,83,3,48,2064,52,65,52,57,82,84,3
Normal,RC Strasbourg Alsace,RC Strasbourg Alsace,2020,5'10,200966,10,03-07-2017,,B. Corgnet,France,No,RM,Right,€5.5M,€2.7M,€14K,161lbs,Medium/ Medium,58,31,52,63,69,75,63,67,67,72,3229,60,66,Low,15,15,8,14,6,73,65,2,80,68,72,45,1,72,68,68,72,66,76,73,3,42,1861,55,54,49,62,76,62,3
Normal,RCD Mallorca,RCD Mallorca,2020,5'10,158144,8,28-08-2017,,Salva Sevilla,Spain,No,LCM,Right,€2.3M,€1.5M,€8K,157lbs,Medium/ Medium,44,34,57,55,66,74,70,76,82,70,3792,59,79,Low,14,14,9,13,10,53,55,2,38,81,78,42,1,72,71,66,72,72,78,79,3,34,1813,53,56,39,62,78,56,3
Normal,Antalyaspor,Antalyaspor,2020,5'10,181402,19,04-09-2017,,W. Vainqueur,France,No,CDM,Right,€12M,€6M,€18K,161lbs,Medium/ Medium,71,29,80,64,70,73,76,64,52,71,1430,50,45,High,15,8,15,11,12,62,80,2,73,71,62,70,1,76,32,56,76,76,74,75,3,71,1936,68,91,74,80,64,56,3
Normal,1. FC Köln,1. FC Köln,2021,5'10,193098,17,01-01-2017,,C. Clemens,Germany,No,RM,Right,€6.4M,€4.3M,€17K,174lbs,Medium/ Medium,83,26,58,70,72,73,69,68,75,70,2771,66,69,Low,16,6,12,15,6,68,39,2,68,67,71,58,1,73,55,71,73,73,73,73,3,37,1912,79,74,45,68,73,61,3
Normal,Medipol Başakşehir FK,Medipol Başakşehir FK,2021,5'10,221838,28,10-07-2018,,M. Jojić,Serbia,No,CM,Right,€12.8M,€6.5M,€22K,174lbs,Medium/ Medium,67,26,65,77,75,76,67,77,75,74,2368,72,75,High,10,11,10,9,12,54,66,2,63,74,75,67,1,74,67,73,76,74,76,78,3,45,2010,69,76,52,65,76,75,3
Normal,CD Nacional,CD Nacional,2019,5'11,177981,12,29-09-2018,,F. Tissone,Argentina,No,CDM,Right,€5.7M,€2.7M,€9K,176lbs,Medium/ Medium,60,31,80,61,59,72,69,59,69,64,2744,58,73,High,9,6,11,14,14,54,73,2,78,72,68,72,1,73,59,66,73,70,74,83,3,65,1949,57,72,74,71,65,67,3
Normal,Atalanta,Atalanta,2019,5'11,202024,8,20-01-2016,,R. Freuler,Switzerland,No,RDM,Right,€16M,€9M,€26K,170lbs,Medium/ Medium,69,26,60,71,61,76,76,70,60,73,1259,64,70,High,12,8,9,14,13,41,72,2,58,74,70,76,1,76,61,76,77,76,78,70,3,68,1977,69,78,72,66,74,68,3
Normal,FC Augsburg,FC Augsburg,2020,5'11,183220,14,01-07-2012,,J. Morávek,Czech Republic,No,CM,Right,€5.2M,€3.1M,€18K,170lbs,Medium/ Medium,50,28,64,74,72,74,68,72,64,75,3761,66,67,Low,8,13,6,12,8,58,60,2,53,73,74,49,1,72,69,71,72,72,77,70,3,55,1872,48,48,58,66,72,74,3
Normal,FC Metz,FC Metz,2020,5'11,112365,24,07-07-2016,,R. Cohade,France,No,RCM,Right,€5.9M,€3.3M,€8K,165lbs,Medium/ Medium,61,33,78,61,72,75,74,72,76,70,2566,52,71,Low,6,16,16,15,9,63,67,2,70,76,72,76,1,74,67,65,74,72,78,57,3,68,1979,52,72,66,68,75,65,3
Normal,FC Bayern München,FC Bayern München,2019,5'8,168607,13,01-07-2011,,Rafinha,BRAZIL,No,RB,Right,€7M,€4.3M,€53K,150lbs,Medium/ Medium,76,32,84,79,79,78,77,78,77,76,1435,37,58,High,15,7,16,12,15,43,76,2,53,64,44,73,1,76,63,61,76,77,78,58,3,82,1941,68,71,77,53,63,50,3
Normal,Benevento,Benevento,2020,5'9,156988,23,08-07-2018,,A. Nocerino,Italy,No,CDM,Right,€1.5M,€950K,€4K,165lbs,Medium/ Medium,57,33,68,75,82,71,71,62,64,65,4163,60,60,Low,5,15,14,6,7,57,67,2,51,75,69,65,1,71,74,67,71,64,76,80,3,65,1922,54,74,67,71,66,69,3
Normal,Club Atlético Colón,Club Atlético Colón,2021,5'9,190575,18,25-07-2018,,F. Zuculini,Argentina,No,RCM,Right,€2.7M,€1.8M,€8K,150lbs,Medium/ Medium,66,27,71,72,77,73,72,61,57,69,5156,52,60,High,15,6,7,12,7,57,66,2,76,71,58,66,1,70,46,58,70,68,74,72,3,64,1870,68,68,68,65,69,51,3
Normal,SV Werder Bremen,SV Werder Bremen,2022,5'9,193311,44,01-07-2008,,P. Bargfrede,Germany,No,CDM,Right,€10.2M,€6M,€25K,157lbs,Medium/ Medium,61,29,86,74,76,73,75,60,57,65,1244,47,59,High,9,12,7,10,16,59,77,2,61,74,66,81,1,76,49,62,76,76,74,77,3,74,1940,54,70,78,68,68,60,3
Normal,Getafe CF,Getafe CF,30-Jun-19,5'9,219712,15,,Fiorentina,S. Cristóforo,Uruguay,No,CDM,Right,,€7.5M,€36K,150lbs,Medium/ Medium,69,24,76,76,83,70,70,52,59,66,1703,50,35,High,9,14,12,14,15,58,76,2,72,78,68,72,1,75,59,60,79,70,76,71,3,72,1907,54,74,76,65,70,36,3
Normal,Hertha BSC,Hertha BSC,2020,6'0,189272,7,26-08-2016,,A. Esswein,Germany,No,RM,Right,€5.4M,€3.1M,€20K,187lbs,Medium/ Medium,83,28,76,66,63,73,64,70,68,75,3485,68,54,Low,7,16,10,12,11,67,48,2,78,61,70,69,1,72,60,65,72,74,68,86,3,59,1979,83,67,68,77,59,68,3
Normal,FC Basel 1893,FC Basel 1893,2022,6'0,216158,5,12-07-2018,,S. Widmer,Switzerland,No,RB,Right,€11.8M,€7.5M,€23K,174lbs,Medium/ Medium,77,25,66,76,65,76,72,79,68,77,1351,58,56,High,10,8,7,5,14,70,70,2,81,72,68,73,1,76,58,69,78,74,76,76,3,72,2035,82,87,73,78,66,48,3
Normal,VfL Wolfsburg,VfL Wolfsburg,2022,6'0,188770,14,31-01-2018,,A. Mehmedi,Switzerland,No,CAM,Right,€13.6M,€8M,€40K,172lbs,Medium/ Medium,74,27,68,77,76,77,71,74,73,78,1355,74,62,High,13,14,8,15,16,60,42,2,64,58,74,43,1,76,69,79,76,77,74,81,3,36,1958,72,71,40,68,74,77,3
Normal,FC Porto,FC Porto,30-Jun-19,6'0,212269,24,,VfL Wolfsburg,R. Bazoer,Netherlands,No,CM,Right,,€8M,€26K,163lbs,Medium/ Medium,75,21,71,74,74,77,72,70,68,75,2158,58,41,Low,6,11,12,14,10,63,67,2,81,74,67,69,1,74,46,68,82,76,76,72,3,64,1989,74,76,67,73,71,69,3
Normal,Royal Antwerp FC,Royal Antwerp FC,2019,6'1,177392,70,25-08-2018,,D. Mbokani,DR Congo,No,ST,Right,€9M,€6M,€15K,161lbs,Medium/ Medium,67,32,68,75,66,74,80,46,48,71,1542,71,46,High,8,6,9,10,12,78,35,2,75,53,68,31,1,76,72,78,76,76,70,79,3,28,1826,73,71,36,84,70,72,3
Normal,Bayer 04 Leverkusen,Bayer 04 Leverkusen,2021,6'1,212212,21,01-07-2017,,D. Kohr,Germany,No,RDM,Right,€17.8M,€10M,€43K,179lbs,Medium/ Medium,66,24,90,66,71,77,69,42,51,70,1181,57,46,Low,6,11,9,10,7,72,81,2,82,69,63,76,1,77,47,46,81,75,76,60,3,69,1910,69,79,77,76,69,45,3
Normal,FC Basel 1893,FC Basel 1893,2023,6'1,168650,8,01-07-2015,,Z. Kuzmanović,Serbia,No,CM,Right,€3.3M,€2.2M,€17K,176lbs,Medium/ Medium,37,30,68,52,59,71,65,63,65,64,4572,58,68,Low,7,13,9,7,13,67,72,2,68,74,75,72,1,71,69,60,71,70,70,78,3,69,1874,34,62,69,78,75,58,3
